文字	编码	拆分	分类	权重
𣯱	TeIhOEm	阝立口毛	ExtB	100
𪤯	TuIoOKy	土口⺸	ExtC	100
碚	ToIhO	石立口	CJK	9865268
碻	ToIo	石高	CJK	9783842
礂	ToIzuO	石壴口	CJK	9811674
𨺥	TeIvORe	阝六口儿	ExtB	100
嵩	TsIo	山高	CJK	9949094
嵪	TsIo	山高	CJK	9738300
㟝	TsIhO	山立口	ExtA	100
𡼎	TsIzuO	山壴口	ExtB	100
廍	TaIhOTe	广立口阝	CJK	9000001
𡏿	TuIhOTe	土立口阝	ExtB	100
培	TuIhO	土立口	CJK	9959990
塙	TuIo	土高	CJK	9739788
𪣠	TuIxO	土文口	ExtC	100
坑	TuIPp	土亠几	CJK	9989324
𥓯	ToIPkIf	石亠勹方	ExtB	100
阬	TeIPp	阝亠几	CJK	9899714
砊	ToIPp	石亠几	CJK	9811702
𡵻	TsIPp	山亠几	ExtB	100
隮	TeIq	阝齊	CJK	9000031
𪗆	TaIq	广齊	ExtB	100
𥑃	ToIQbu	石亠卜	ExtB	100
𪨨	TsIQbu	山亠卜	ExtC	100
𬯀	TeIq	阝齐	ExtE	100
𫕅	TeIq	阝斉	ExtC	100
𡷢	TsIzQi	山亡心	ExtB	100
𪤥	TuIbQi	土音心	ExtC	100
䃚	ToIfQJsi	石方矢	ExtA	100
𡻬	TsIfQJsi	山方矢	ExtB	100
䃠	ToIfQL	石方疋	ExtA	100
𥖭	ToIq	石齊	ExtB	100
廪	TaIaQs	广㐭示	CJK	9917138
𡽉	TsIq	山齊	ExtB	100
𡒄	TuIaQs	土㐭示	ExtB	9000001
𪤪	TuIq	土齊	ExtC	100
崺	TsIfQYe	山方也	CJK	9000001
𫕗	TeIfQYs	阝方糸	ExtC	100
境	TuIbRe	土音儿	CJK	9995548
碎	ToIRnRnCi	石亠人人十	CJK	9992436
崒	TsIRnRnCi	山亠人人十	CJK	9818558
𣩸	ToIRnRnCiEdUbi	石亠人人十歹匕	ExtB	100
埣	TuIRnRnCi	土亠人人十	CJK	9000001
崪	TsIRnRnCi	山亠人人十	CJK	9807672
𢈼	TaIRnRnCi	广亠人人十	ExtB	100
𥗭	ToIRnRnMuKz	石亠人人木隹	ExtB	100
𡌧	TuIfRnSb	土方人゛	ExtB	100
𪣱	TuIhRS	土立⺈亅	ExtC	100
埅	TeIfTu	阝方土	CJK	9859352
嵼	TsIvTcCp	山厂生	CJK	9000001
隡	TeIvTcCp	阝厂生	CJK	9000001
𪿴	ToIvTcCp	石厂生	ExtC	100
嵼	TsIvTcCp	山厂生	兼容增补	100
𪤕	TuIvTcCp	土厂生	ExtC	100
𡶴	TsIvTc	山厂	ExtB	100
𠪽	TcIhTdHy	厂立㠯尤	ExtB	100
𨹛	TeIfTu	阝方土	ExtB	100
㙵	TuIoTu	土高土	ExtA	100
嵃	TsIvTcY	山厂彡	CJK	9777576
嵃	TsIvTcY	山厂彡	兼容增补	100
𡎑	TuIvTcY	土厂彡	ExtB	100
廩	TaIaUh	广㐭禾	CJK	9000001
𪥀	TaIaUhDxiDxi	广㐭禾夕夕	ExtC	100
𨼷	TeIaUdo	阝曲豆	ExtB	100
𡽍	TsIaUdo	山曲豆	ExtB	100
𪤡	TuIaUdo	土曲豆	ExtC	100
壈	TuIaUh	土㐭禾	CJK	9828160
𪪨	TaIaUi	广㐭米	ExtC	100
𨼛	TeIoVbHd	阝丁	ExtB	100
𡉽	TuIv	土六	ExtB	100
塆	TuIWuJg	土亠弓	CJK	9000001
𩗧	TeIfWf	阝方風	ExtB	100
㠇	TsIoWiHy	山小尤	ExtA	100
𢈴	TaIoWi	广小	ExtB	100
𢋿	TaIqWi	广齊小	ExtB	100
䃄	ToIoWi	石小	ExtA	100
𡹞	TsIoWi	山小	ExtB	100
𡹡	TsIoWi	山小	ExtB	100
𡌿	TuIoWi	土小	ExtB	100
𪣼	TuIWuNr	土亠大	ExtC	100
硛	ToIWu	石亠	CJK	100
𠪌	TcIWuWu	厂亠火	ExtB	100
𡍣	TuIWuXy	土亠又	ExtB	100
砇	ToIx	石文	CJK	9911932
𪪍	TaIx	广文	ExtC	100
𣊁	TiIfXpBo	士方攵日	ExtB	100
𡽂	TsIzuXc	山壴支	ExtB	100
𪔌	TuIzuXc	土壴支	ExtB	100
𨹍	TeIvX	阝六乂	ExtB	100
𫔻	TeIx	阝文	ExtC	100
𠢕	TiIfXpFi	士方攵力	ExtB	100
𢧴	TiIfXpJge	士方攵戈	ExtB	100
𨅚	TiIfXpLo	士方攵足	ExtB	100
𦪈	TiIfXpLz	士方攵舟	ExtB	100
𣘢	TiIfXpMu	士方攵木	ExtB	100
䂭	ToIvX	石六乂	ExtA	100
	TiIfXp	士方攵	私用区	1
𥓴	ToIfXp	石方攵	ExtB	100
峧	TsIvX	山六乂	CJK	100
㞶	TsIx	山文	ExtA	100
㞵	TsIx	山文	ExtA	100
坟	TuIx	土文	CJK	9987144
𡋟	TuIvX	土六乂	ExtB	100
𡼁	TsIXULa	山亠㐅凵禸	ExtB	100
𥕮	ToIXULa	石亠㐅凵禸	ExtB	100
𪤋	TuIXULa	土亠㐅凵禸	ExtC	100
𩱏	TiIfXpUli	士方攵鬲	ExtB	100
𡿎	TsIXULaKz	山亠㐅凵禸隹	ExtB	100
𢌈	TaIXULaKz	广亠㐅凵禸隹	ExtB	100
𡹕	TsIXURe	山亠㐅凵儿	ExtB	100
垴	TuIXU	土亠㐅凵	CJK	9719930
𩘮	TiIfXpWf	士方攵風	ExtB	100
𤎅	TiIfXpWu	士方攵火	ExtB	100
壪	TuIiYsYsJg	土言糹糹弓	CJK	9000001
𨸫	TeIYa	阝亠幺	ExtB	100
𨼀	TeIYaAKu	阝亠幺冖牛	ExtB	100
𪿖	ToIYa	石亠幺	ExtC	100
𪨬	TsIYa	山亠幺	ExtC	100
𡊨	TuIYa	土亠幺	ExtB	100
𡊔	TuIYj	土亠巾	ExtB	100
𥗯	ToIYxKzUw	石亠乡隹瓦	ExtB	100
𢋊	TaIYxKz	广亠乡隹	ExtB	100
㙲	TuIYxKz	土亠乡隹	ExtA	100
𥕱	ToIzuY	石壴彡	ExtB	100
𡐶	TuIzuY	土壴彡	ExtB	100
𢌕	TaIiYsYsC	广言糹糹丱	ExtB	100
𡿞	TsIiYsYsJg	山言糹糹弓	ExtB	100
𥘂	ToIiYsYsXp	石言糹糹攵	ExtB	100
𡔖	TuIiYsYsXp	土言糹糹攵	ExtB	100
𢇜	TaIz	广亡	ExtB	100
𥐞	ToIz	石亡	ExtB	100
𡵀	TsIz	山亡	ExtB	100
𪢷	TuIz	土亡	ExtC	100
城	TuJpZ	土戊	CJK	9999280
𡓠	TuJrCHiBo	土金艹一日	ExtB	100
㙃	TuJnCv	土	ExtA	100
坼	TuJnD	土斤丶	CJK	9808238
𠚳	TaJd	广刂	ExtB	100
𨹇	TdJpD	⻕戊丶	ExtB	100
𨹒	TeJpD	阝戊丶	ExtB	100
𨸓	TeJd	阝刀	ExtB	100
𣑧	TuJdDMu	土刀丶木	ExtB	100
矵	ToJd	石刂	CJK	9000001
䂨	ToJnD	石斤丶	ExtA	100
𥐛	ToJd	石刀	ExtB	100
屶	TsJd	山刀	CJK	9000001
屻	TsJdD	山刀丶	CJK	9915996
岃	TsJdD	山刀丶	CJK	9991320
𡶜	TsJnD	山斤丶	ExtB	100
𡉍	TuJd	土	ExtB	100
切	TuJd	土刀	兼容增补	100
嶔	TsJrEq	山金欠	CJK	9717630
𤿣	TsJgEp	山干皮	ExtB	100
廞	TaJrEq	广金欠	CJK	9000001
𫷷	TaJrEq	广钅欠	ExtE	100
𠪢	TcJrEq	厂金欠	ExtB	100
𪴪	TcJgEq	厂干欠	ExtC	100
𨼌	TeJrEq	阝金欠	ExtB	100
䃢	ToJrEq	石金欠	ExtA	100
嵚	TsJrEq	山钅欠	CJK	9000001
𡺏	TsJsiEq	山矢欠	ExtB	100
𡼲	TsJrEq	山金欠	ExtB	100
𩕅	TaJrEye	广金頁	ExtB	100
𩔟	TcJrEye	厂金頁	ExtB	100
𠢂	TuJFiFiFi	土力力力	ExtB	100
𡑏	TuJgFgFgO	土弓工工口	ExtB	100
𡑹	TuJgFgFgWu	土弓工工灬	ExtB	100
𥑳	ToJgeF	石戈	ExtB	100
𡊸	TuJgeF	土戈	ExtB	100
矸	ToJg	石干	CJK	9897000
𢇛	TaJg	广干	ExtB	100
㡲	TaJge	广戈	ExtA	100
厈	TcJg	厂干	CJK	9000001
𨸗	TeJg	阝干	ExtB	100
䂝	ToJge	石戈	ExtA	100
屽	TsJg	山干	CJK	9995760
𡵃	TsJg	山干	ExtB	100
𫝳	TsJg	山弓	ExtD	100
𪨭	TsJgGsi	山弓厶	ExtC	100
𪨮	TsJgGsi	山弓厶	ExtC	100
𡉖	TuJg	土弓	ExtB	100
崴	TsJpHiNv	山戊一女	CJK	9909388
城	TuJpHd	土戊丁	兼容增补	100
𡾪	TsJgHiGaHiGaHi	山弓一田一田一	ExtB	100
𫕘	TeJgHiGaHiGaHi	阝弓一田一田一	ExtC	100
𥒛	ToJdHg	石刀	ExtB	100
坵	TuJnHi	土一	CJK	9739888
𢇹	TaJnHi	广一	ExtB	100
䂡	ToJnHi	石一	ExtA	100
𪿓	ToJgHi	石弓一	ExtC	100
岴	TsJnHi	山一	CJK	9352768
𡶦	TsJnHi	山一	ExtB	100
𡉶	TuJgHi	土弓一	ExtB	100
𨿻	TsJnHiKz	山一隹	ExtB	100
嵗	TsJpHiLh	山戊一	CJK	9352666
隇	TeJpHiNv	阝戊一女	CJK	9000020
𥔃	ToJpHiNv	石戊一女	ExtB	100
㙎	TuJpHiNv	土戊一女	ExtA	100
嵅	TsJpHiO	山戊一口	CJK	9352674
碱	ToJpHiO	石戊一口	CJK	9985224
䃭	ToJpHiOQi	石戊一口心	ExtA	100
㙳	TuJpHiOQi	土戊一口心	ExtA	100
堿	TuJpHiO	土戊一口	CJK	9000001
𧯃	TvJpHiO	谷戊一口	ExtB	100
硗	ToJgeHiRe	石一儿	CJK	9898018
峣	TsJgeHiRe	山一儿	CJK	9962356
𨻒	TeJpHiWu	阝戊一火	ExtB	100
𡾱	TsJgHiYv	山弓一	ExtB	100
砩	ToJgJ	石弓	CJK	9901760
𠛕	TsJdJd	山刀刂	ExtB	100
𠟁	TsJrJd	山金刂	ExtB	100
揅	ToJgJgFs	石干手	兼容增补	100
硏	ToJgJg	石干	CJK	9000022
𢈽	TaJgeJge	广戈戈	ExtB	100
礩	ToJnJnGb	石斤斤貝	CJK	9912620
𡒻	TuJnJnGb	土斤斤貝	ExtB	100
䧖	TeJgeJge	阝戈戈	ExtA	100
碊	ToJgeJge	石戈戈	CJK	9000001
㟞	TsJgeJge	山戈戈	ExtA	100
𡸚	TsJgeJge	山戈戈	ExtB	100
岍	TsJgJg	山干	兼容增补	100
𡍌	TuJgeJge	土戈戈	ExtB	100
𧮺	TvJgeJge	谷戈戈	ExtB	100
𥒢	ToJdJdJd	石刀刀刀	ExtB	100
硎	ToJgJgJd	石干刂	兼容增补	100
型	TuJgJgJd	土干刂	兼容增补	100
𪩞	TsJrJgeJge	山金戈戈	ExtC	100
岪	TsJgJ	山弓	CJK	9889590
𡶒	TsJgJ	山弓	ExtB	100
坲	TuJgJ	土弓	CJK	9000001
𩿫	TcJgKi	厂干鳥	ExtB	100
𨕵	TdJxL	殳辶	ExtB	100
𡺱	TsJmLFi	山矛夂力	ExtB	100
𡹢	TsJnL	山斤辶	ExtB	100
𣕥	ToJgeMu	石戈木	ExtB	100
圻	TuJn	土斤	CJK	9881742
庍	TaJn	广斤	CJK	9000001
𡽴	TsJaNc	山臣	ExtB	100
𡾻	TsJaNc	山臣	ExtB	100
𡒤	TuJaNc	土臣	ExtB	100
𨸢	TeJn	阝斤	ExtB	100
斫	ToJn	石斤	CJK	9950352
岓	TsJn	山斤	CJK	9000001
𡵱	TsJn	山斤	ExtB	100
域	TuJgeOHi	土戈口一	CJK	9986830
𢈆	TaJdO	广刀口	ExtB	100
𨼓	TeJsiOBo	阝矢口日	ExtB	100
𡐻	TuJsiOBo	土矢口日	ExtB	100
䧂	TeJdO	阝刀口	ExtA	100
𢈿	TaJgeOHi	广戈口一	ExtB	100
䧕	TeJgeOHi	阝戈口一	ExtA	100
䂸	ToJgeOHi	石戈口一	ExtA	100
𪅫	TuJgeOHiKi	土戈口一鳥	ExtB	100
嵹	TsJgOKc	山弓口虫	CJK	9595206
䃨	ToJgOKc	石弓口虫	ExtA	100
𠷠	ToJgeO	石戈口	ExtB	100
岧	TsJdO	山刀口	CJK	9777600
岹	TsJdO	山刀口	CJK	9000001
𨹸	TeJdOTu	阝刀口土	ExtB	100
𡊱	TuJdO	土刀口	ExtB	100
𥗦	ToJrPqGaTu	石金千田土	ExtB	100
𡓯	TuJrPqGaTu	土金千田土	ExtB	100
𡶙	TsJp	山戊	ExtB	100
𡶔	TsJp	山戊	ExtB	100
磩	ToJpQbuHiWi	石戊⺊一小	CJK	9000008
𡾾	TsJrQg	山金鬼	ExtB	100
墄	TuJpQbuHiWi	土戊⺊一小	CJK	9000001
𡻷	TsJpQbuHiWi	山戊⺊一小	ExtB	100
𢘰	TuJdQi	土刀心	ExtB	100
𡻕	TsJpQs	山戊示	ExtB	9000001
崟	TsJr	山金	CJK	9888432
𢉅	TaJr	广金	ExtB	100
㕋	TcJr	厂金	ExtA	100
碒	ToJr	石金	CJK	9000001
𨥴	ToJr	石金	ExtB	100
崯	TsJr	山金	CJK	9813494
㟜	TsJgRWi	山弓⺈小	ExtA	100
垁	TuJsi	土矢	CJK	9907932
𢇻	TaJsi	广矢	ExtB	100
𥎦	TcJsi	厂矢	ExtB	100
嵶	TsJgSbJgSb	山弓冫弓冫	CJK	9717636
䂠	ToJsi	石矢	ExtA	100
㞺	TsJsi	山矢	ExtA	100
𡻿	TsJrTs	山金山	ExtB	100
𡌌	TeJnTu	阝斤土	ExtB	100
𡽎	TsJrUga	山金甘	ExtB	100
𪩈	TsJpUh	山戊禾	ExtC	100
𠩄	TcJdUzu	厂	ExtB	100
坪	TuJgVb	土干丷	CJK	9983556
砰	ToJgVb	石干丷	CJK	9987984
𨸶	TeJgVb	阝干丷	ExtB	100
岼	TsJgVb	山干丷	CJK	9766634
𢎐	TcJyiVeGb	厂弋二貝	ExtB	100
𫝔	TuJVeRe	土〢二儿	ExtD	100
𤈔	TuJgWu	土弓灬	ExtB	100
砓	ToJx	石殳	CJK	9000001
𠨻	TcJx	厂殳	ExtB	100
𨸜	TeJx	阝殳	ExtB	100
岿	TsJXji	山リ彐	CJK	9000318
𪓴	TuJdXpKm	土刀攵黾	ExtB	100
𡸅	TsJgXp	山弓攵	ExtB	100
坄	TuJx	土殳	CJK	9000001
𨸽	TeJyiXy	阝弋又	ExtB	100
𢇙	TaJyi	广弋	ExtB	100
𢊜	TaJgYc	广弓長	ExtB	100
㙣	TuJgYc	土弓長	ExtA	100
𥿚	TuJdYs	土刀糸	ExtB	100
峸	TsJpZ	山戊	CJK	9777582
𨹚	TeJpZ	阝戊	ExtB	100
𥓉	ToJpZ	石戊	ExtB	100
㞽	TsJgeZ	山戈レ	ExtA	100
𡷫	TsJpZ	山戊	ExtB	100
墭	TuJpZUm	土戊皿	CJK	9839680
𪾓	TuJpZUm	土戊皿	ExtC	100
報	TuKyZiXy	土卩又	CJK	9795372
巂	TsKzAvO	山隹口	CJK	9845742
𢋄	TaKzA	广隹	ExtB	100
𡾧	TsKzAm	山隹門	ExtB	100
酅	TsKzAvOTe	山隹口阝	CJK	9000064
𧢧	TsKzAvOEr	山隹口見	ExtB	100
㔒	TsKzAvOJd	山隹口刂	ExtA	100
𪈥	TsKzAvOKi	山隹口鳥	ExtB	100
𤮰	TsKzAvOUw	山隹口瓦	ExtB	100
嶲	TsKzA	山隹	CJK	9352654
𡼕	TsKzA	山隹	ExtB	100
𨟎	TsKzATe	山隹阝	ExtB	100
岜	TsKb	山巴	CJK	9885802
𠂬	TcKb	巴	ExtB	100
𥑁	ToKb	石巴	ExtB	100
𢋡	TaKvBo	广魚日	ExtB	100
𥗆	ToKvBo	石魚日	ExtB	100
𡓇	TuKvBo	土魚日	ExtB	100
𡵟	TsKb	山巴	ExtB	100
𪣀	TuKb	土巴	ExtC	100
黡	TcKqBw	厂犬黑	CJK	9000071
蛗	TdKc	虫	CJK	9000001
𨹁	TeKc	阝虫	ExtB	100
𧌛	TfuKc	阜虫	ExtB	100
㢑	TaKzCi	广隹十	ExtA	100
𡺾	TsKzCi	山隹十	ExtB	100
𠦧	TuKyCi	土十	ExtB	100
𪿛	ToKc	石虫	ExtC	100
硺	ToKsiD	石豕丶	CJK	9000001
礢	ToKyDDZg	石⺶㇏丶艮	CJK	100
㢒	TaKhuDh	广虍且	ExtA	100
𥕑	ToKhuDh	石虍且	ExtB	100
𡏆	TuKyDJ	土⺶㇏	ExtB	100
㙇	TuKsiD	土豕丶	ExtA	100
歋	TcKhuEq	虎欠	CJK	9882814
靥	TcKqEa	厂犬面	CJK	9903230
𡓋	TuKzEsiEm	土隹尸毛	ExtB	100
𣯯	TsKzEm	山隹毛	ExtB	100
𪠏	TcKqEp	厂犬皮	ExtC	100
𤿹	TuKyEp	土皮	ExtB	100
𥀀	TuKyEp	土羊皮	ExtB	100
𪩝	TsKyEeXy	山羊耳又	ExtC	100
報	TuKyEsiXy	土尸又	兼容增补	100
𩒒	TcKbEye	巴頁	ExtB	100
䫢	TcKhuEye	虎頁	ExtA	100
磋	ToKyFg	石工	CJK	9970892
嵯	TsKyFg	山工	CJK	9880112
𠪉	TcKyFg	厂工	ExtB	100
嵳	TsKyFg	山工	CJK	9000001
𡏦	TuKyFg	土工	ExtB	100
𡺵	TsKziFp	山豸才	ExtB	100
廬	TaKhuGaUm	广虍田皿	CJK	9349988
㢚	TaKhuGaFi	广虍田力	ExtA	100
𠪧	TcKbGaMu	巴田木	ExtB	100
𥖼	ToKhuGaQi	石虍田心	ExtB	100
𡾅	TsKhuGaQi	山虍田心	ExtB	100
厣	TcKqGs	厂犬甲	CJK	9919900
壚	TuKhuGaUm	土虍田皿	CJK	9000001
廬	TaKhuGaUm	广虍田皿	兼容文字	100
𠫂	TcKhuGaUm	厂虍田皿	ExtB	100
𨽜	TeKhuGaUm	阝虍田皿	ExtB	100
㠠	TsKhuGaUm	山虍田皿	ExtA	100
㻹	ToKsiGv	石豕玉	ExtA	100
陔	TeKh	阝亥	CJK	9771422
𢈶	TaKhu	广虎	ExtB	100
𡭍	TcKbHiBoGsiFc	巴一日寸	ExtB	100
虒	TcKhu	虎	CJK	9000036
䖎	TeKhu	阝虎	ExtA	100
𠪻	TcKbHpFc	巴甫寸	ExtB	100
硋	ToKh	石亥	CJK	9483290
𥓚	ToKhu	石虎	ExtB	100
峐	TsKh	山亥	CJK	9000001
垓	TuKh	土亥	CJK	9942688
㙈	TuKhu	土虎	ExtA	100
𧮽	TvKhu	谷虎	ExtB	100
𠩳	TcKhuHiZsi	厂一巳	ExtB	100
嶽	TsKqIiKq	山犭言犬	CJK	9794730
𩾦	TaKi	广鳥	ExtB	100
鳫	TcKi	厂鳥	CJK	9000001
鴭	TdKi	鳥	CJK	9303522
隝	TeKi	阝鳥	CJK	9000004
𪈡	TsKqIiKqKi	山犭言犬鳥	ExtB	100
䲽	ToKi	石鳥	ExtA	100
嶋	TsKi	山鳥	CJK	9000001
嶌	TsKi	山鳥	CJK	9000001
䲧	TuKi	土鳥	ExtA	100
鵒	TvKi	谷鳥	CJK	9000001
鹆	TvKi	谷鸟	CJK	9912378
礮	ToKmaIvX	石馬六乂	CJK	9865260
𥔮	ToKhuIx	石虍文	ExtB	100
𪿫	ToKmaIvX	石马六乂	ExtC	100
𠜢	TaKqJd	广犬刂	ExtB	100
𠞄	TcKhuJd	虎刂	ExtB	100
𪣫	TuKhJd	土亥刂	ExtC	100
𡒾	TuKhuJnHiJge	土虍一戈	ExtB	100
豳	TsKsiKsi	山豕豕	CJK	9868828
𧒂	TdKcKc	虫虫	ExtB	100
䘀	TfuKcKc	阜虫虫	ExtA	100
𪛂	TsKzKg	山隹⿔	ExtB	100
鷉	TcKhuKi	虎鳥	CJK	9303514
𫠕	TaKzKi	广隹鳥	ExtD	100
䴘	TcKhuKi	虎鸟	ExtA	9000001
䳽	TsKzKi	山隹鳥	ExtA	100
𪅧	TuKzKi	土隹鳥	ExtB	100
𥗌	ToKhuKsiJd	石虍豕刂	ExtB	100
𪈲	TaKzKzKi	广隹隹鳥	ExtB	100
𡔙	TuKluKluKlu	土鹿鹿鹿	ExtB	100
𠫑	TcKmaKmaKma	厂馬馬馬	ExtB	100
堟	TuKjiKsi	土彑	CJK	9971544
𪕻	TcKhuKsu	虎鼠	ExtB	100
𨼽	TdKhuKsi	虍豕	ExtB	100
𨼫	TeKhuKsi	阝虍豕	ExtB	100
䧘	TeKjiKsi	阝彑	ExtA	100
𡺳	TsKsiKsi	山豕豕	ExtB	100
壉	TuKhuKsi	土虍豕	CJK	9000001
巉	TsKtuKtu	山㲋兔	CJK	9823216
䧯	TeKtuKtu	阝㲋兔	ExtA	100
墬	TeKjiKsiTu	阝彑土	CJK	9719666
𡓦	TuKtuKtu	土㲋兔	ExtB	100
𧑢	TaKcKcTu	广虫虫土	ExtB	100
𡒰	TdKjiKsiTu	彑土	ExtB	100
㙚	TuKyKu	土⺷牛	ExtA	100
𡓰	TuKhuKzVeZ	土虍隹二ㄅ	ExtB	100
𡾼	TsKzKzXy	山隹隹又	ExtB	100
廯	TaKvKy	广魚羊	CJK	9000001
𡾮	TsKvKy	山魚羊	ExtB	100
達	TuKyL	土羊辶	CJK	9417260
龐	TaKl	广龍	CJK	9000001
廘	TaKlu	广鹿	CJK	9000001
庞	TaKl	广龙	CJK	9973400
遞	TcKhuL	虎辶	CJK	9000010
龎	TcKl	厂龍	CJK	9000007
厐	TcKl	厂龙	CJK	9365422
龎	TcKl	厂龍	兼容文字	100
𨽇	TeKvLci	阝魚亍	ExtB	100
隴	TeKl	阝龍	CJK	9000001
陇	TeKl	阝龙	CJK	9959680
𨻫	TeKl	阝竜	ExtB	100
礲	ToKl	石龍	CJK	9709304
䃙	ToKlu	石鹿	ExtA	100
𪿯	ToKsiL	石豕辶	ExtC	100
𨄟	TuKzLo	土隹足	ExtB	100
𡼆	TsKhuLPp	山虍夂几	ExtB	100
巃	TsKl	山龍	CJK	9000001
巄	TsKl	山龍	CJK	9000001
𡼂	TsKlu	山鹿	ExtB	100
𪩏	TsKlu	山鹿	ExtC	100
壠	TuKl	土龍	CJK	9000001
逹	TuKyL	土辶	CJK	9000001
塶	TuKlu	土鹿	CJK	9359530
垅	TuKl	土龙	CJK	9906316
𡏡	TuKl	土竜	ExtB	100
𡐌	TuKsiL	土豕辶	ExtB	100
𨖫	TuKzL	土隹辶	ExtB	100
豅	TvKl	谷龍	CJK	9000001
𧯇	TvKl	谷竜	ExtB	100
𪚡	TvKl	谷龍	ExtB	100
碼	ToKma	石馬	CJK	9000006
𢉿	TaKma	广馬	ExtB	100
𪠃	TcKma	厂马	ExtC	100
𪠈	TcKm	厂黾	ExtC	100
䧞	TeKma	阝馬	ExtA	100
码	ToKma	石马	CJK	9989860
𡴰	TsKma	山马	ExtB	100
𡽑	TsKm	山黾	ExtB	100
𡸾	TsKm	山黾	ExtB	100
磼	ToKzMu	石隹木	CJK	9774110
𡏢	TuKma	土馬	ExtB	100
㠍	TsKzMu	山隹木	ExtA	100
㠎	TsKzMu	山隹木	ExtA	100
㙫	TuKzMu	土隹木	ExtA	100
𣙇	TuKzMu	土隹木	ExtB	100
𡏭	TuKiMu	土木	ExtB	100
𢆧	TuKyMuXp	土木攵	ExtB	100
嵄	TsKyNr	山大	CJK	9848708
𨺰	TeKyNr	阝大	ExtB	100
𡎤	TuKyNr	土大	ExtB	100
𥔣	ToKyNv	石女	ExtB	100
硞	ToKuO	石口	CJK	9326542
䧊	TeKuO	阝口	ExtA	100
𡑾	TuKhuOHiNr	土虍口一大	ExtB	100
峼	TsKuO	山口	CJK	9595438
𡌃	TuKuO	土牛口	ExtB	100
執	TuKyPd	土丸	CJK	9739848
𣊓	TuKyPdBo	土丸日	ExtB	100
𣊮	TuKyPdBo	土日	ExtB	100
𥒙	ToKqPkD	石犭勹丶	ExtB	100
𥔰	ToKziPkD	石豸勹丶	ExtB	100
𠙜	TuKyPd	土凡	ExtB	100
𥊍	TuKyPdEmu	土丸目	ExtB	100
摯	TuKyPdFs	土丸手	CJK	9000001
礒	ToKyPFsJge	石丿扌	CJK	9000002
嶬	TsKyPFsJge	山丿扌	CJK	9000001
㕒	TcKyPFsJge	厂丿扌	ExtA	100
㠖	TsKyPFsJge	山丿扌	ExtA	100
䧧	TeKyPFsJge	阝丿扌	ExtA	100
𢱬	TuKyPkFs	土勹手	ExtB	100
贄	TuKyPdGb	土丸貝	CJK	9000002
𦥎	TuKyPdHgTu	土丸土	ExtB	100
謺	TuKyPdIi	土丸言	CJK	9000015
䥍	TuKyPdJr	土丸金	ExtA	100
蟄	TuKyPdKc	土丸虫	CJK	9000001
鷙	TuKyPdKi	土丸鳥	CJK	9000001
騺	TuKyPdKma	土丸馬	CJK	9000014
䲀	TuKyPdKv	土丸魚	ExtA	100
𦎷	TuKyPdKy	土丸羊	ExtB	100
𨎌	TuKyPdLc	土丸車	ExtB	100
䠟	TuKyPdLo	土丸足	ExtA	100
𤴢	TuKyPdL	土丸疋	ExtB	100
𣙗	TuKyPdMu	土丸木	ExtB	100
𡠗	TuKyPdNv	土丸女	ExtB	100
𡡘	TuKyPdNv	土女	ExtB	100
慹	TuKyPdQi	土丸心	CJK	9752948
漐	TuKyPdSv	土丸水	CJK	9000001
墊	TuKyPdTu	土丸土	CJK	9836162
𥂕	TuKyPdUm	土丸皿	ExtB	100
𨻲	TeKhuPVbF	阝虍丿丷	ExtB	100
𥕕	ToKhuPVbF	石虍丿丷	ExtB	100
𡻻	TsKhuPVbF	山虍丿丷	ExtB	100
㙤	TuKhuPVbF	土虍丿丷	ExtA	100
𤍠	TuKyPdWu	土丸灬	ExtB	100
𠅀	TuKyPdWv	土丸云	ExtB	100
縶	TuKyPdYs	土丸糸	CJK	9000001
褺	TuKyPdYi	土丸衣	CJK	9000001
䧰	TeKvPYs	阝魚丿糸	ExtA	100
厌	TcKq	厂犬	CJK	9977040
魇	TcKqQg	厂犬鬼	CJK	9935864
𪪉	TuKyQNmXp	土母攵	ExtC	100
𡉩	TuKq	土犬	ExtB	100
巑	TsKuReKuReGb	山儿儿貝	CJK	9000001
𢈇	TaKuRe	广儿	ExtB	100
𥓌	ToKyRe	石儿	ExtB	100
𥑻	ToKuRe	石儿	ExtB	100
𡷭	TsKtuRe	山儿	ExtB	100
𡸊	TsKtuRe	山儿	ExtB	100
𥔶	ToKyReGsi	石儿厶	ExtB	100
礸	ToKuReKuReGb	石儿儿貝	CJK	9000001
𨽊	TeKtuReKtuRe	阝儿儿	ExtB	100
𡽡	TsKtuReKtuRe	山儿儿	ExtB	100
𡿍	TsKuReKuReGb	山儿儿貝	ExtB	100
𡺎	TsKtuRnSb	山人゛	ExtB	100
𡐸	TuKhuReSbSb	土虍儿冫	ExtB	100
碌	ToKjiSv	石氺	CJK	9964866
𥖄	ToKySbEq	石冫欠	ExtB	100
䃗	ToKjiSvJd	石氺刂	ExtA	100
碌	ToKjiSv	石氺	兼容增补	100
碌	ToKjiSv	石彑氺	兼容文字	100
㟤	TsKjiSv	山氺	ExtA	100
𡸮	TsKjiSv	山氺	ExtB	100
𡍖	TuKjiSv	土氺	ExtB	100
堍	TuKtu	土兔	CJK	9739818
𢉕	TaKtu	广兔	ExtB	100
𦓙	TcKbTsEh	巴山而	ExtB	100
